"Category";"Group";"Type";"Message";"Location";"Assessment";"Since";
"Code Anomalies";"Bad practice";"Code Anomalies/Incorrect JavaDoc usage";"Incorrect JavaDoc Tags: `@param` - Pattern expected but not observed: `@param <parameter name> <text>`";"sourcefiles/tbaclient/test/TBA/Messages/GetDiaryQueryTest.java:17-20";"YELLOW";"default@1591478094031";
"Naming";"Java naming conventions";"Naming/JAVA";"Name `TBA.Messages` violates naming convention. Should be one of `[a-z][a-z_0-9.]*`";"sourcefiles/tbaclient/test/TBA/Messages/GetDiaryQueryTest.java:6-6";"YELLOW";"default@1591478094031";
"Documentation";"Task tags";"Comments/Task Tags";"TODO: make sure this is right";"sourcefiles/tbaclient/test/TBA/Messages/GetDiaryQueryTest.java:49-49";"YELLOW";"default@1591478094031";
"Code Duplication";"Cloning";"Redundancy/Clones";"Clone with 2 instances of length 36";"sourcefiles/tbaclient/test/TBA/Messages/GetDiaryQueryTest.java:15-117";"YELLOW";"default@1591478094031";
"Code Anomalies";"Bad practice";"Comments/Commented Out Code";"Commented Out Code";"sourcefiles/tbaclient/test/TBA/Messages/GetDiaryQueryTest.java:34-37";"YELLOW";"default@1591478094031";
"Code Duplication";"Cloning";"Redundancy/Clones";"Clone with 12 instances of length 11";"sourcefiles/tbaclient/test/TBA/Messages/GetDiaryQueryTest.java:21-54";"YELLOW";"default@1591478094031";
"Code Duplication";"Cloning";"Redundancy/Clones";"Clone with 6 instances of length 12";"sourcefiles/tbaclient/test/TBA/Messages/GetDiaryQueryTest.java:21-56";"YELLOW";"default@1591478094031";
"Code Anomalies";"Bad practice";"Code Anomalies/Empty blocks";"Empty block: catch";"sourcefiles/tbaclient/test/TBA/Messages/GetDiaryQueryTest.java:115-115";"YELLOW";"default@1591478094031";
"Documentation";"Comment completeness";"Comments/Missing Interface Comment";"Interface comment missing";"sourcefiles/tbaclient/test/TBA/Messages/GetDiaryQueryTest.java:21-21";"YELLOW";"default@1591478094031";
"Code Anomalies";"Bad practice";"Code Anomalies/Java unwanted method calls";"Method `System.out.println` should not be called";"sourcefiles/tbaclient/test/TBA/Messages/GetDiaryQueryTest.java:50-50";"YELLOW";"default@1591478094031";
"Code Anomalies";"Bad practice";"Comments/Commented Out Code";"Commented Out Code";"sourcefiles/tbaclient/test/TBA/Messages/GetDiaryQueryTest.java:25-28";"YELLOW";"default@1591478094031";
"Code Anomalies";"Bad practice";"Code Anomalies/Empty blocks";"Empty block: catch";"sourcefiles/tbaclient/test/TBA/Messages/GetDiaryQueryTest.java:83-83";"YELLOW";"default@1591478094031";
"Documentation";"Comment completeness";"Comments/Missing Interface Comment";"Interface comment missing";"sourcefiles/tbaclient/test/TBA/Messages/GetDiaryQueryTest.java:15-15";"YELLOW";"default@1591478094031";
"Code Duplication";"Cloning";"Redundancy/Clones";"Clone with 4 instances of length 13";"sourcefiles/tbaclient/test/TBA/Messages/GetDiaryQueryTest.java:21-57";"YELLOW";"default@1591478094031";
"Code Duplication";"Cloning";"Redundancy/Clones";"Clone with 30 instances of length 12";"sourcefiles/tbaclient/test/TBA/Messages/GetDiaryQueryTest.java:91-116";"YELLOW";"default@1591478094031";
"Code Duplication";"Cloning";"Redundancy/Clones";"Clone with 14 instances of length 10";"sourcefiles/tbaclient/test/TBA/Messages/GetDiaryResponseTest.java:182-203";"YELLOW";"default@1591478094031";
"Code Anomalies";"Bad practice";"Code Anomalies/Comments should not contain nested comments";"Comment should not contain `//`";"sourcefiles/tbaclient/test/TBA/Messages/GetDiaryResponseTest.java:48-58";"YELLOW";"default@1591478094031";
"Code Anomalies";"Bad practice";"Code Anomalies/Empty blocks";"Empty block: catch";"sourcefiles/tbaclient/test/TBA/Messages/GetDiaryResponseTest.java:270-270";"YELLOW";"default@1591478094031";
"Code Duplication";"Cloning";"Redundancy/Clones";"Clone with 12 instances of length 12";"sourcefiles/tbaclient/test/TBA/Messages/GetDiaryResponseTest.java:179-205";"YELLOW";"default@1591478094031";
"Code Duplication";"Cloning";"Redundancy/Clones";"Clone with 8 instances of length 28";"sourcefiles/tbaclient/test/TBA/Messages/GetDiaryResponseTest.java:210-271";"YELLOW";"default@1591478094031";
"Documentation";"Comment completeness";"Comments/Missing Interface Comment";"Interface comment missing";"sourcefiles/tbaclient/test/TBA/Messages/GetDiaryResponseTest.java:23-23";"YELLOW";"default@1591478094031";
"Code Anomalies";"Bad practice";"Code Anomalies/Java unwanted method calls";"Method `System.out.println` should not be called";"sourcefiles/tbaclient/test/TBA/Messages/GetDiaryResponseTest.java:66-66";"YELLOW";"default@1591478094031";
"Code Duplication";"Cloning";"Redundancy/Clones";"Clone with 6 instances of length 24";"sourcefiles/tbaclient/test/TBA/Messages/GetDiaryResponseTest.java:277-333";"YELLOW";"default@1591478094031";
"Code Anomalies";"Bad practice";"Code Anomalies/Incorrect JavaDoc usage";"Incorrect JavaDoc Tags: `@param` - Pattern expected but not observed: `@param <parameter name> <text>`";"sourcefiles/tbaclient/test/TBA/Messages/GetDiaryResponseTest.java:19-22";"YELLOW";"default@1591478094031";
"Documentation";"Task tags";"Comments/Task Tags";"TODO review the generated test code and remove the default call to fail.";"sourcefiles/tbaclient/test/TBA/Messages/GetDiaryResponseTest.java:55-55";"YELLOW";"default@1591478094031";
"Code Anomalies";"Bad practice";"Code Anomalies/Empty blocks";"Empty block: catch";"sourcefiles/tbaclient/test/TBA/Messages/GetDiaryResponseTest.java:234-234";"YELLOW";"default@1591478094031";
"Code Anomalies";"Unused variable or parameter";"Dataflow/Unused variable or parameter";"The value assigned to variable `resTitleRec` is never read";"sourcefiles/tbaclient/test/TBA/Messages/GetDiaryResponseTest.java:111-111";"YELLOW";"default@1591478094031";
"Code Duplication";"Cloning";"Redundancy/Clones";"Clone with 4 instances of length 25";"sourcefiles/tbaclient/test/TBA/Messages/GetDiaryResponseTest.java:23-96";"YELLOW";"default@1591478094031";
"Code Anomalies";"Unused variable or parameter";"Dataflow/Unused variable or parameter";"The value assigned to variable `resBodyRec` is never read";"sourcefiles/tbaclient/test/TBA/Messages/GetDiaryResponseTest.java:114-114";"YELLOW";"default@1591478094031";
"Code Anomalies";"Bad practice";"Code Anomalies/Java unwanted method calls";"Method `System.out.println` should not be called";"sourcefiles/tbaclient/test/TBA/Messages/GetDiaryResponseTest.java:242-242";"YELLOW";"default@1591478094031";
"Code Duplication";"Cloning";"Redundancy/Clones";"Clone with 16 instances of length 15";"sourcefiles/tbaclient/test/TBA/Messages/GetDiaryResponseTest.java:210-243";"YELLOW";"default@1591478094031";
"Code Anomalies";"Bad practice";"Code Anomalies/Java unwanted method calls";"Method `System.out.println` should not be called";"sourcefiles/tbaclient/test/TBA/Messages/GetDiaryResponseTest.java:310-310";"YELLOW";"default@1591478094031";
"Code Duplication";"Cloning";"Redundancy/Clones";"Clone with 10 instances of length 11";"sourcefiles/tbaclient/test/TBA/Messages/GetDiaryResponseTest.java:279-302";"YELLOW";"default@1591478094031";
"Structure";"Method Length";"Metric Violations/LSL";"Violation of method length threshold (source lines of code) of 30: 73";"sourcefiles/tbaclient/test/TBA/Messages/GetDiaryResponseTest.java:66-173";"YELLOW";"default@1591478094031";
"Code Duplication";"Cloning";"Redundancy/Clones";"Clone with 10 instances of length 15";"sourcefiles/tbaclient/test/TBA/Messages/GetDiaryResponseTest.java:179-213";"YELLOW";"default@1591478094031";
"Code Duplication";"Cloning";"Redundancy/Clones";"Clone with 8 instances of length 10";"sourcefiles/tbaclient/test/TBA/Messages/GetDiaryResponseTest.java:118-129";"YELLOW";"default@1591478094031";
"Code Duplication";"Cloning";"Redundancy/Clones";"Clone with 4 instances of length 64";"sourcefiles/tbaclient/test/TBA/Messages/GetDiaryResponseTest.java:179-333";"YELLOW";"default@1591478094031";
"Code Anomalies";"Unused variable or parameter";"Dataflow/Unused variable or parameter";"The value assigned to variable `resLockedFlagRec` is never read";"sourcefiles/tbaclient/test/TBA/Messages/GetDiaryResponseTest.java:105-105";"YELLOW";"default@1591478094031";
"Code Duplication";"Cloning";"Redundancy/Clones";"Clone with 4 instances of length 44";"sourcefiles/tbaclient/test/TBA/Messages/GetDiaryResponseTest.java:101-173";"YELLOW";"default@1591478094031";
"Code Anomalies";"Unused variable or parameter";"Dataflow/Unused variable or parameter";"The value assigned to variable `resEntryRecords` is never read";"sourcefiles/tbaclient/test/TBA/Messages/GetDiaryResponseTest.java:147-147";"YELLOW";"default@1591478094031";
"Naming";"Java naming conventions";"Naming/JAVA";"Name `TBA.Messages` violates naming convention. Should be one of `[a-z][a-z_0-9.]*`";"sourcefiles/tbaclient/test/TBA/Messages/GetDiaryResponseTest.java:6-6";"YELLOW";"default@1591478094031";
"Code Anomalies";"Unused variable or parameter";"Dataflow/Unused variable or parameter";"The value assigned to variable `resStartRec` is never read";"sourcefiles/tbaclient/test/TBA/Messages/GetDiaryResponseTest.java:97-97";"YELLOW";"default@1591478094031";
"Code Anomalies";"Unused variable or parameter";"Dataflow/Unused variable or parameter";"The value assigned to variable `resEntryRecords` is never read";"sourcefiles/tbaclient/test/TBA/Messages/GetDiaryResponseTest.java:89-89";"YELLOW";"default@1591478094031";
"Code Anomalies";"Bad practice";"Code Anomalies/Empty blocks";"Empty block: catch";"sourcefiles/tbaclient/test/TBA/Messages/GetDiaryResponseTest.java:172-173";"YELLOW";"default@1591478094031";
"Code Anomalies";"Unused variable or parameter";"Dataflow/Unused variable or parameter";"The value assigned to variable `resEntryIDRec` is never read";"sourcefiles/tbaclient/test/TBA/Messages/GetDiaryResponseTest.java:94-94";"YELLOW";"default@1591478094031";
"Code Anomalies";"Bad practice";"Code Anomalies/Java unwanted method calls";"Method `System.out.println` should not be called";"sourcefiles/tbaclient/test/TBA/Messages/GetDiaryResponseTest.java:181-181";"YELLOW";"default@1591478094031";
"Documentation";"Task tags";"Comments/Task Tags";"TODO: go see what thsi try does";"sourcefiles/tbaclient/test/TBA/Messages/GetDiaryResponseTest.java:196-196";"YELLOW";"default@1591478094031";
"Code Duplication";"Cloning";"Redundancy/Clones";"Clone with 6 instances of length 23";"sourcefiles/tbaclient/test/TBA/Messages/GetDiaryResponseTest.java:23-93";"YELLOW";"default@1591478094031";
"Code Anomalies";"Bad practice";"Comments/Commented Out Code";"Commented Out Code";"sourcefiles/tbaclient/test/TBA/Messages/GetDiaryResponseTest.java:155-156";"YELLOW";"default@1591478094031";
"Code Anomalies";"Bad practice";"Code Anomalies/Java unwanted method calls";"Method `System.out.println` should not be called";"sourcefiles/tbaclient/test/TBA/Messages/GetDiaryResponseTest.java:279-279";"YELLOW";"default@1591478094031";
"Code Anomalies";"Bad practice";"Code Anomalies/Empty blocks";"Empty block: catch";"sourcefiles/tbaclient/test/TBA/Messages/GetDiaryResponseTest.java:203-203";"YELLOW";"default@1591478094031";
"Code Anomalies";"Bad practice";"Comments/Commented Out Code";"Commented Out Code";"sourcefiles/tbaclient/test/TBA/Messages/GetDiaryResponseTest.java:85-85";"YELLOW";"default@1591478094031";
"Code Duplication";"Cloning";"Redundancy/Clones";"Clone with 30 instances of length 12";"sourcefiles/tbaclient/test/TBA/Messages/GetDiaryResponseTest.java:210-235";"YELLOW";"default@1591478094031";
"Code Anomalies";"Bad practice";"Code Anomalies/Empty blocks";"Empty block: catch";"sourcefiles/tbaclient/test/TBA/Messages/GetDiaryResponseTest.java:302-302";"YELLOW";"default@1591478094031";
"Code Anomalies";"Bad practice";"Comments/Commented Out Code";"Commented Out Code";"sourcefiles/tbaclient/test/TBA/Messages/GetDiaryResponseTest.java:27-30";"YELLOW";"default@1591478094031";
"Code Duplication";"Cloning";"Redundancy/Clones";"Clone with 2 instances of length 137";"sourcefiles/tbaclient/test/TBA/Messages/GetDiaryResponseTest.java:17-335";"YELLOW";"default@1591478094031";
"Code Duplication";"Cloning";"Redundancy/Clones";"Clone with 6 instances of length 34";"sourcefiles/tbaclient/test/TBA/Messages/GetDiaryResponseTest.java:118-173";"YELLOW";"default@1591478094031";
"Code Anomalies";"Unused variable or parameter";"Dataflow/Unused variable or parameter";"The value assigned to variable `dummy` is never read";"sourcefiles/tbaclient/test/TBA/Messages/GetDiaryResponseTest.java:67-67";"YELLOW";"default@1591478094031";
"Code Anomalies";"Unused variable or parameter";"Dataflow/Unused variable or parameter";"The value assigned to variable `resEndRec` is never read";"sourcefiles/tbaclient/test/TBA/Messages/GetDiaryResponseTest.java:100-100";"YELLOW";"default@1591478094031";
"Documentation";"Comment completeness";"Comments/Missing Interface Comment";"Interface comment missing";"sourcefiles/tbaclient/test/TBA/Messages/GetDiaryResponseTest.java:17-17";"YELLOW";"default@1591478094031";
"Code Anomalies";"Bad practice";"Code Anomalies/Empty blocks";"Empty block: catch";"sourcefiles/tbaclient/test/TBA/Messages/GetDiaryResponseTest.java:332-332";"YELLOW";"default@1591478094031";
"Code Anomalies";"Unused variable or parameter";"Dataflow/Unused variable or parameter";"The value assigned to variable `resUserRec` is never read";"sourcefiles/tbaclient/test/TBA/Messages/GetDiaryResponseTest.java:108-108";"YELLOW";"default@1591478094031";
"Code Anomalies";"Bad practice";"Comments/Commented Out Code";"Commented Out Code";"sourcefiles/tbaclient/test/TBA/Messages/GetDiaryResponseTest.java:36-39";"YELLOW";"default@1591478094031";
"Code Anomalies";"Unused variable or parameter";"Dataflow/Unused variable or parameter";"The value assigned to variable `failResult` is never read";"sourcefiles/tbaclient/test/TBA/Messages/GetDiaryResponseTest.java:167-167";"YELLOW";"default@1591478094031";
"Code Anomalies";"Bad practice";"Code Anomalies/Java unwanted method calls";"Method `System.out.println` should not be called";"sourcefiles/tbaclient/test/TBA/Messages/GetDiaryResponseTest.java:212-212";"YELLOW";"default@1591478094031";
"Code Duplication";"Cloning";"Redundancy/Clones";"Clone with 6 instances of length 40";"sourcefiles/tbaclient/test/TBA/Messages/GetDiaryResponseTest.java:179-271";"YELLOW";"default@1591478094031";
"Code Anomalies";"Unused variable or parameter";"Dataflow/Unused variable or parameter";"The value assigned to variable `resOwnerFlagRec` is never read";"sourcefiles/tbaclient/test/TBA/Messages/GetDiaryResponseTest.java:102-102";"YELLOW";"default@1591478094031";
"Code Duplication";"Cloning";"Redundancy/Clones";"Clone with 12 instances of length 11";"sourcefiles/tbaclient/test/TBA/Messages/GetDiaryResponseTest.java:23-70";"YELLOW";"default@1591478094031";
"Code Duplication";"Cloning";"Redundancy/Clones";"Clone with 30 instances of length 12";"sourcefiles/tbaclient/test/TBA/Messages/GetDiaryResponseTest.java:308-333";"YELLOW";"default@1591478094031";
"Naming";"Java naming conventions";"Naming/JAVA";"Name `BodyRec` violates naming convention. Should be one of `[a-z][a-zA-Z0-9]*`";"sourcefiles/tbaclient/test/TBA/Messages/GetDiaryResponseTest.java:113-113";"YELLOW";"default@1591478094031";
"Code Anomalies";"Unused variable or parameter";"Dataflow/Unused variable or parameter";"The value assigned to variable `failResult` is never read";"sourcefiles/tbaclient/test/TBA/Messages/GetUpdQueryTest.java:83-83";"YELLOW";"default@1591478094031";
"Code Anomalies";"Bad practice";"Code Anomalies/Java unwanted method calls";"Method `System.out.println` should not be called";"sourcefiles/tbaclient/test/TBA/Messages/GetUpdQueryTest.java:96-96";"YELLOW";"default@1591478094031";
"Code Anomalies";"Bad practice";"Code Anomalies/Java unwanted method calls";"Method `System.out.println` should not be called";"sourcefiles/tbaclient/test/TBA/Messages/GetUpdQueryTest.java:49-49";"YELLOW";"default@1591478094031";
"Code Duplication";"Cloning";"Redundancy/Clones";"Clone with 6 instances of length 12";"sourcefiles/tbaclient/test/TBA/Messages/GetUpdQueryTest.java:21-55";"YELLOW";"default@1591478094031";
"Documentation";"Comment completeness";"Comments/Missing Interface Comment";"Interface comment missing";"sourcefiles/tbaclient/test/TBA/Messages/GetUpdQueryTest.java:21-21";"YELLOW";"default@1591478094031";
"Code Anomalies";"Bad practice";"Code Anomalies/Empty blocks";"Empty block: catch";"sourcefiles/tbaclient/test/TBA/Messages/GetUpdQueryTest.java:88-88";"YELLOW";"default@1591478094031";
"Code Duplication";"Cloning";"Redundancy/Clones";"Clone with 4 instances of length 13";"sourcefiles/tbaclient/test/TBA/Messages/GetUpdQueryTest.java:21-56";"YELLOW";"default@1591478094031";
"Code Duplication";"Cloning";"Redundancy/Clones";"Clone with 30 instances of length 12";"sourcefiles/tbaclient/test/TBA/Messages/GetUpdQueryTest.java:94-119";"YELLOW";"default@1591478094031";
